Time (hr),Concentration (muM),Rat,Sex,Molecular Weight (g/mol),Weight (mg),Dose Amount (g/kg)
0.00513889,3.89,Rat4,Male,565.59,0.422,0.02
0.0102778,5.54,Rat4,Male,565.59,0.422,0.02
0.0154167,5.14,Rat4,Male,565.59,0.422,0.02
0.0205556,8.12,Rat4,Male,565.59,0.422,0.02
0.0256944,20.7,Rat4,Male,565.59,0.422,0.02
0.0308333,38.8,Rat4,Male,565.59,0.422,0.02
0.0359722,48.4,Rat4,Male,565.59,0.422,0.02
0.0411111,50.9,Rat4,Male,565.59,0.422,0.02
0.04625,47.5,Rat4,Male,565.59,0.422,0.02
0.0513889,45.2,Rat4,Male,565.59,0.422,0.02
0.0565278,44.2,Rat4,Male,565.59,0.422,0.02
0.0616667,43.1,Rat4,Male,565.59,0.422,0.02
0.0668056,42,Rat4,Male,565.59,0.422,0.02
0.0719444,42.2,Rat4,Male,565.59,0.422,0.02
0.0770833,40.5,Rat4,Male,565.59,0.422,0.02
0.0822222,39.5,Rat4,Male,565.59,0.422,0.02
0.0873611,35.6,Rat4,Male,565.59,0.422,0.02
0.0925,38.6,Rat4,Male,565.59,0.422,0.02
0.0976389,38.2,Rat4,Male,565.59,0.422,0.02
0.102778,34.9,Rat4,Male,565.59,0.422,0.02
0.107917,35.5,Rat4,Male,565.59,0.422,0.02
0.113056,36.3,Rat4,Male,565.59,0.422,0.02
0.118194,33,Rat4,Male,565.59,0.422,0.02
0.123333,31.4,Rat4,Male,565.59,0.422,0.02
0.128472,34.4,Rat4,Male,565.59,0.422,0.02
0.133611,32.7,Rat4,Male,565.59,0.422,0.02
0.13875,29.5,Rat4,Male,565.59,0.422,0.02
0.143889,30.3,Rat4,Male,565.59,0.422,0.02
0.149028,29.8,Rat4,Male,565.59,0.422,0.02
0.154167,28.8,Rat4,Male,565.59,0.422,0.02
0.159306,27.8,Rat4,Male,565.59,0.422,0.02
0.164444,26.8,Rat4,Male,565.59,0.422,0.02
0.169583,28.7,Rat4,Male,565.59,0.422,0.02
0.174722,27.7,Rat4,Male,565.59,0.422,0.02
0.179861,26.7,Rat4,Male,565.59,0.422,0.02
0.185,27.8,Rat4,Male,565.59,0.422,0.02
0.190139,29.8,Rat4,Male,565.59,0.422,0.02
0.195278,28.8,Rat4,Male,565.59,0.422,0.02
0.200417,25,Rat4,Male,565.59,0.422,0.02
0.205556,28.5,Rat4,Male,565.59,0.422,0.02
0.210694,24.8,Rat4,Male,565.59,0.422,0.02
0.215833,24.9,Rat4,Male,565.59,0.422,0.02
0.220972,23.3,Rat4,Male,565.59,0.422,0.02
0.226111,22.3,Rat4,Male,565.59,0.422,0.02
0.23125,24.6,Rat4,Male,565.59,0.422,0.02
0.236389,22.7,Rat4,Male,565.59,0.422,0.02
0.241528,24.4,Rat4,Male,565.59,0.422,0.02
0.246667,23.4,Rat4,Male,565.59,0.422,0.02
0.251806,22.9,Rat4,Male,565.59,0.422,0.02
0.256944,22.5,Rat4,Male,565.59,0.422,0.02
0.262083,23.3,Rat4,Male,565.59,0.422,0.02
0.267222,19.6,Rat4,Male,565.59,0.422,0.02
0.272361,19.7,Rat4,Male,565.59,0.422,0.02
0.2775,22,Rat4,Male,565.59,0.422,0.02
0.282639,20.4,Rat4,Male,565.59,0.422,0.02
0.287778,17.9,Rat4,Male,565.59,0.422,0.02
0.292917,20.2,Rat4,Male,565.59,0.422,0.02
0.298056,20.9,Rat4,Male,565.59,0.422,0.02
0.303194,20.5,Rat4,Male,565.59,0.422,0.02
0.308333,19.5,Rat4,Male,565.59,0.422,0.02
0.313472,17,Rat4,Male,565.59,0.422,0.02
0.318611,19.9,Rat4,Male,565.59,0.422,0.02
0.32375,18.3,Rat4,Male,565.59,0.422,0.02
0.328889,17.9,Rat4,Male,565.59,0.422,0.02
0.334028,21.3,Rat4,Male,565.59,0.422,0.02
0.339167,17.6,Rat4,Male,565.59,0.422,0.02
0.344306,19.9,Rat4,Male,565.59,0.422,0.02
0.349444,17.9,Rat4,Male,565.59,0.422,0.02
0.354583,18.1,Rat4,Male,565.59,0.422,0.02
0.359722,16,Rat4,Male,565.59,0.422,0.02
0.364861,16.7,Rat4,Male,565.59,0.422,0.02
0.37,16.3,Rat4,Male,565.59,0.422,0.02
0.375139,19.1,Rat4,Male,565.59,0.422,0.02
0.380278,15.5,Rat4,Male,565.59,0.422,0.02
0.385417,15.1,Rat4,Male,565.59,0.422,0.02
0.390556,14.6,Rat4,Male,565.59,0.422,0.02
0.395694,14.2,Rat4,Male,565.59,0.422,0.02
0.400833,17.7,Rat4,Male,565.59,0.422,0.02
0.405972,17.2,Rat4,Male,565.59,0.422,0.02
0.411111,17.4,Rat4,Male,565.59,0.422,0.02
0.41625,17,Rat4,Male,565.59,0.422,0.02
0.421389,15.4,Rat4,Male,565.59,0.422,0.02
0.426528,16.7,Rat4,Male,565.59,0.422,0.02
0.431667,15.8,Rat4,Male,565.59,0.422,0.02
0.436806,15.9,Rat4,Male,565.59,0.422,0.02
0.441944,15.5,Rat4,Male,565.59,0.422,0.02
0.447083,16.6,Rat4,Male,565.59,0.422,0.02
0.452222,15.3,Rat4,Male,565.59,0.422,0.02
0.457361,14.9,Rat4,Male,565.59,0.422,0.02
0.4625,15,Rat4,Male,565.59,0.422,0.02
0.467639,17.3,Rat4,Male,565.59,0.422,0.02
0.472778,16.9,Rat4,Male,565.59,0.422,0.02
0.477917,17.6,Rat4,Male,565.59,0.422,0.02
0.483056,16,Rat4,Male,565.59,0.422,0.02
0.488194,13,Rat4,Male,565.59,0.422,0.02
0.493333,15.2,Rat4,Male,565.59,0.422,0.02
0.498472,15.4,Rat4,Male,565.59,0.422,0.02
0.503611,14.4,Rat4,Male,565.59,0.422,0.02
0.50875,11.9,Rat4,Male,565.59,0.422,0.02
0.513889,14.7,Rat4,Male,565.59,0.422,0.02
0.519028,11.1,Rat4,Male,565.59,0.422,0.02
0.524167,13.9,Rat4,Male,565.59,0.422,0.02
0.529306,12.9,Rat4,Male,565.59,0.422,0.02
0.534444,13.1,Rat4,Male,565.59,0.422,0.02
0.539583,12.1,Rat4,Male,565.59,0.422,0.02
0.544722,15.5,Rat4,Male,565.59,0.422,0.02
0.549861,13,Rat4,Male,565.59,0.422,0.02
0.555,15.3,Rat4,Male,565.59,0.422,0.02
0.560139,11.1,Rat4,Male,565.59,0.422,0.02
0.565278,11.8,Rat4,Male,565.59,0.422,0.02
0.570417,15.2,Rat4,Male,565.59,0.422,0.02
0.575556,13.6,Rat4,Male,565.59,0.422,0.02
0.580694,14.4,Rat4,Male,565.59,0.422,0.02
0.585833,10.2,Rat4,Male,565.59,0.422,0.02
0.590972,10.9,Rat4,Male,565.59,0.422,0.02
0.596111,12.6,Rat4,Male,565.59,0.422,0.02
0.60125,10.7,Rat4,Male,565.59,0.422,0.02
0.606389,9.12,Rat4,Male,565.59,0.422,0.02
0.611528,9.29,Rat4,Male,565.59,0.422,0.02
0.616667,8.88,Rat4,Male,565.59,0.422,0.02
0.621806,12.2,Rat4,Male,565.59,0.422,0.02
0.626944,11.3,Rat4,Male,565.59,0.422,0.02
0.632083,11.4,Rat4,Male,565.59,0.422,0.02
0.637222,11,Rat4,Male,565.59,0.422,0.02
0.642361,11.2,Rat4,Male,565.59,0.422,0.02
0.6475,13.4,Rat4,Male,565.59,0.422,0.02
0.652639,10.9,Rat4,Male,565.59,0.422,0.02
0.657778,10.5,Rat4,Male,565.59,0.422,0.02
0.662917,9,Rat4,Male,565.59,0.422,0.02
0.668056,9.73,Rat4,Male,565.59,0.422,0.02
0.673194,12.5,Rat4,Male,565.59,0.422,0.02
0.678333,11,Rat4,Male,565.59,0.422,0.02
0.683472,11.1,Rat4,Male,565.59,0.422,0.02
0.688611,8.12,Rat4,Male,565.59,0.422,0.02
0.69375,9.77,Rat4,Male,565.59,0.422,0.02
0.698889,10.5,Rat4,Male,565.59,0.422,0.02
0.704028,10.7,Rat4,Male,565.59,0.422,0.02
0.709167,9.69,Rat4,Male,565.59,0.422,0.02
0.714306,10.4,Rat4,Male,565.59,0.422,0.02
0.719444,9.45,Rat4,Male,565.59,0.422,0.02
0.724583,9.05,Rat4,Male,565.59,0.422,0.02
0.729722,8.65,Rat4,Male,565.59,0.422,0.02
0.734861,8.81,Rat4,Male,565.59,0.422,0.02
0.74,8.4,Rat4,Male,565.59,0.422,0.02
0.745139,8.57,Rat4,Male,565.59,0.422,0.02
0.750278,8.16,Rat4,Male,565.59,0.422,0.02
0.755417,7.76,Rat4,Male,565.59,0.422,0.02
0.760556,9.98,Rat4,Male,565.59,0.422,0.02
0.765694,9.57,Rat4,Male,565.59,0.422,0.02
0.770833,6.56,Rat4,Male,565.59,0.422,0.02
0.775972,9.9,Rat4,Male,565.59,0.422,0.02
0.781111,8.01,Rat4,Male,565.59,0.422,0.02
0.78625,9.66,Rat4,Male,565.59,0.422,0.02
0.791389,8.69,Rat4,Male,565.59,0.422,0.02
0.796528,8.85,Rat4,Male,565.59,0.422,0.02
0.801667,9.58,Rat4,Male,565.59,0.422,0.02
0.806806,9.18,Rat4,Male,565.59,0.422,0.02
0.811944,8.77,Rat4,Male,565.59,0.422,0.02
0.817083,8.37,Rat4,Male,565.59,0.422,0.02
0.822222,9.1,Rat4,Male,565.59,0.422,0.02
0.827361,8.13,Rat4,Male,565.59,0.422,0.02
0.8325,7.16,Rat4,Male,565.59,0.422,0.02
0.837639,7.33,Rat4,Male,565.59,0.422,0.02
0.842778,7.49,Rat4,Male,565.59,0.422,0.02
0.847917,9.7,Rat4,Male,565.59,0.422,0.02
0.853056,9.3,Rat4,Male,565.59,0.422,0.02
0.858194,9.46,Rat4,Male,565.59,0.422,0.02
0.863333,9.06,Rat4,Male,565.59,0.422,0.02
0.868472,6.61,Rat4,Male,565.59,0.422,0.02
0.873611,7.13,Rat4,Male,565.59,0.422,0.02
0.87875,7.85,Rat4,Male,565.59,0.422,0.02
0.883889,8.57,Rat4,Male,565.59,0.422,0.02
0.889028,8.17,Rat4,Male,565.59,0.422,0.02
0.894167,7.77,Rat4,Male,565.59,0.422,0.02
0.899306,7.93,Rat4,Male,565.59,0.422,0.02
0.904444,6.97,Rat4,Male,565.59,0.422,0.02
0.909583,6.57,Rat4,Male,565.59,0.422,0.02
0.914722,6.17,Rat4,Male,565.59,0.422,0.02
0.919861,6.33,Rat4,Male,565.59,0.422,0.02
0.925,5.93,Rat4,Male,565.59,0.422,0.02
0.930139,8.7,Rat4,Male,565.59,0.422,0.02
0.935278,5.69,Rat4,Male,565.59,0.422,0.02
0.940417,7.89,Rat4,Male,565.59,0.422,0.02
0.945556,5.46,Rat4,Male,565.59,0.422,0.02
0.950694,7.65,Rat4,Male,565.59,0.422,0.02
0.955833,4.1,Rat4,Male,565.59,0.422,0.02
0.960972,7.98,Rat4,Male,565.59,0.422,0.02
0.966111,3.86,Rat4,Male,565.59,0.422,0.02
0.97125,4.58,Rat4,Male,565.59,0.422,0.02
0.976389,6.22,Rat4,Male,565.59,0.422,0.02
0.981528,7.5,Rat4,Male,565.59,0.422,0.02
0.986667,9.14,Rat4,Male,565.59,0.422,0.02
0.991806,6.14,Rat4,Male,565.59,0.422,0.02
0.996944,6.3,Rat4,Male,565.59,0.422,0.02
1.00208,6.46,Rat4,Male,565.59,0.422,0.02
1.00722,4.94,Rat4,Male,565.59,0.422,0.02
1.01236,7.7,Rat4,Male,565.59,0.422,0.02
1.0175,4.71,Rat4,Male,565.59,0.422,0.02
1.02264,4.31,Rat4,Male,565.59,0.422,0.02
1.02778,7.06,Rat4,Male,565.59,0.422,0.02
1.03292,7.78,Rat4,Male,565.59,0.422,0.02
1.03806,7.38,Rat4,Male,565.59,0.422,0.02
1.04319,4.39,Rat4,Male,565.59,0.422,0.02
1.04833,6.02,Rat4,Male,565.59,0.422,0.02
1.05347,5.62,Rat4,Male,565.59,0.422,0.02
1.05861,6.34,Rat4,Male,565.59,0.422,0.02
1.06375,5.39,Rat4,Male,565.59,0.422,0.02
1.06889,6.11,Rat4,Male,565.59,0.422,0.02
1.07403,5.15,Rat4,Male,565.59,0.422,0.02
1.07917,5.31,Rat4,Male,565.59,0.422,0.02
1.08431,4.35,Rat4,Male,565.59,0.422,0.02
1.08944,2.85,Rat4,Male,565.59,0.422,0.02
1.09458,7.83,Rat4,Male,565.59,0.422,0.02
1.09972,6.87,Rat4,Male,565.59,0.422,0.02
1.10486,4.44,Rat4,Male,565.59,0.422,0.02
1.11,6.63,Rat4,Male,565.59,0.422,0.02
1.11514,6.23,Rat4,Male,565.59,0.422,0.02
1.12028,4.36,Rat4,Male,565.59,0.422,0.02
1.12542,6.55,Rat4,Male,565.59,0.422,0.02
1.13056,5.59,Rat4,Male,565.59,0.422,0.02
1.13569,6.31,Rat4,Male,565.59,0.422,0.02
1.14083,5.91,Rat4,Male,565.59,0.422,0.02
1.14597,5.52,Rat4,Male,565.59,0.422,0.02
1.15111,5.12,Rat4,Male,565.59,0.422,0.02
1.15625,5.28,Rat4,Male,565.59,0.422,0.02
1.16139,5.44,Rat4,Male,565.59,0.422,0.02
1.16653,7.07,Rat4,Male,565.59,0.422,0.02
1.17167,5.2,Rat4,Male,565.59,0.422,0.02
1.17681,4.24,Rat4,Male,565.59,0.422,0.02
1.18194,4.4,Rat4,Male,565.59,0.422,0.02
1.18708,6.04,Rat4,Male,565.59,0.422,0.02
1.19222,6.2,Rat4,Male,565.59,0.422,0.02
1.19736,3.77,Rat4,Male,565.59,0.422,0.02
1.2025,5.96,Rat4,Male,565.59,0.422,0.02
1.20764,3.54,Rat4,Male,565.59,0.422,0.02
1.21278,6.28,Rat4,Male,565.59,0.422,0.02
1.21792,6.44,Rat4,Male,565.59,0.422,0.02
1.22306,4.37,Rat4,Male,565.59,0.422,0.02
1.22819,5.08,Rat4,Male,565.59,0.422,0.02
1.23333,4.13,Rat4,Male,565.59,0.422,0.02
1.23847,4.85,Rat4,Male,565.59,0.422,0.02
1.24361,3.89,Rat4,Male,565.59,0.422,0.02
1.24875,7.76,Rat4,Male,565.59,0.422,0.02
1.25389,6.8,Rat4,Male,565.59,0.422,0.02
1.25903,3.82,Rat4,Male,565.59,0.422,0.02
1.26417,4.53,Rat4,Male,565.59,0.422,0.02
1.26931,4.14,Rat4,Male,565.59,0.422,0.02
1.27444,6.88,Rat4,Male,565.59,0.422,0.02
1.27958,6.49,Rat4,Male,565.59,0.422,0.02
1.28472,5.53,Rat4,Male,565.59,0.422,0.02
1.28986,6.25,Rat4,Male,565.59,0.422,0.02
1.295,3.27,Rat4,Male,565.59,0.422,0.02
1.30014,5.15,Rat4,Male,565.59,0.422,0.02
1.30528,6.17,Rat4,Male,565.59,0.422,0.02
1.31042,5.73,Rat4,Male,565.59,0.422,0.02
1.31556,5.89,Rat4,Male,565.59,0.422,0.02
1.32069,6.83,Rat4,Male,565.59,0.422,0.02
1.32583,5.39,Rat4,Male,565.59,0.422,0.02
1.33097,4.66,Rat4,Male,565.59,0.422,0.02
1.33611,6.67,Rat4,Male,565.59,0.422,0.02
1.34125,6.57,Rat4,Male,565.59,0.422,0.02
1.34639,6.17,Rat4,Male,565.59,0.422,0.02
1.35153,5.55,Rat4,Male,565.59,0.422,0.02
1.35667,5.16,Rat4,Male,565.59,0.422,0.02
1.36181,3.87,Rat4,Male,565.59,0.422,0.02
1.36694,5.95,Rat4,Male,565.59,0.422,0.02
1.37208,5.86,Rat4,Male,565.59,0.422,0.02
1.37722,6.79,Rat4,Male,565.59,0.422,0.02
1.38236,3.39,Rat4,Male,565.59,0.422,0.02
1.3875,4.41,Rat4,Male,565.59,0.422,0.02
1.39264,6.63,Rat4,Male,565.59,0.422,0.02
1.39778,5.72,Rat4,Male,565.59,0.422,0.02
1.40292,5.62,Rat4,Male,565.59,0.422,0.02
1.40806,6,Rat4,Male,565.59,0.422,0.02
1.41319,4.53,Rat4,Male,565.59,0.422,0.02
1.41833,4.9,Rat4,Male,565.59,0.422,0.02
1.42347,5.06,Rat4,Male,565.59,0.422,0.02
1.42861,4.97,Rat4,Male,565.59,0.422,0.02
1.43375,5.34,Rat4,Male,565.59,0.422,0.02
1.43889,4.73,Rat4,Male,565.59,0.422,0.02
0,0.83,Rat5,Male,565.59,0.453,0.02
0.00714167,1.49,Rat5,Male,565.59,0.453,0.02
0.0142833,1.47,Rat5,Male,565.59,0.453,0.02
0.021425,-0.44,Rat5,Male,565.59,0.453,0.02
0.0285667,1.61,Rat5,Male,565.59,0.453,0.02
0.0357083,1.77,Rat5,Male,565.59,0.453,0.02
0.04285,1.15,Rat5,Male,565.59,0.453,0.02
0.0499917,-0.63,Rat5,Male,565.59,0.453,0.02
0.0571333,0.83,Rat5,Male,565.59,0.453,0.02
0.064275,0.4,Rat5,Male,565.59,0.453,0.02
0.0714167,0.84,Rat5,Male,565.59,0.453,0.02
0.0785583,0.77,Rat5,Male,565.59,0.453,0.02
0.0857,2.87,Rat5,Male,565.59,0.453,0.02
0.0928417,7.46,Rat5,Male,565.59,0.453,0.02
0.0999833,12.3,Rat5,Male,565.59,0.453,0.02
0.107125,15.6,Rat5,Male,565.59,0.453,0.02
0.114267,15.9,Rat5,Male,565.59,0.453,0.02
0.121408,13,Rat5,Male,565.59,0.453,0.02
0.12855,14.2,Rat5,Male,565.59,0.453,0.02
0.135692,13.5,Rat5,Male,565.59,0.453,0.02
0.142833,12.7,Rat5,Male,565.59,0.453,0.02
0.149975,12.7,Rat5,Male,565.59,0.453,0.02
0.157117,12,Rat5,Male,565.59,0.453,0.02
0.164258,12.1,Rat5,Male,565.59,0.453,0.02
0.1714,12.4,Rat5,Male,565.59,0.453,0.02
0.178542,13.5,Rat5,Male,565.59,0.453,0.02
0.185683,9.39,Rat5,Male,565.59,0.453,0.02
0.192825,10.8,Rat5,Male,565.59,0.453,0.02
0.199967,11.3,Rat5,Male,565.59,0.453,0.02
0.207108,11,Rat5,Male,565.59,0.453,0.02
0.21425,10.6,Rat5,Male,565.59,0.453,0.02
0.221392,9.82,Rat5,Male,565.59,0.453,0.02
0.228533,10.6,Rat5,Male,565.59,0.453,0.02
0.235675,9.95,Rat5,Male,565.59,0.453,0.02
0.242817,9.27,Rat5,Male,565.59,0.453,0.02
0.249958,8,Rat5,Male,565.59,0.453,0.02
0.2571,7.52,Rat5,Male,565.59,0.453,0.02
0.264242,9.66,Rat5,Male,565.59,0.453,0.02
0.271383,9.71,Rat5,Male,565.59,0.453,0.02
0.278525,8.84,Rat5,Male,565.59,0.453,0.02
0.285667,10.1,Rat5,Male,565.59,0.453,0.02
0.292808,9.49,Rat5,Male,565.59,0.453,0.02
0.29995,7.38,Rat5,Male,565.59,0.453,0.02
0.307092,7.33,Rat5,Male,565.59,0.453,0.02
0.314233,8.91,Rat5,Male,565.59,0.453,0.02
0.321375,9.89,Rat5,Male,565.59,0.453,0.02
0.328517,9.17,Rat5,Male,565.59,0.453,0.02
0.335658,9.43,Rat5,Male,565.59,0.453,0.02
0.3428,8.56,Rat5,Male,565.59,0.453,0.02
0.349942,8.21,Rat5,Male,565.59,0.453,0.02
0.357083,8.88,Rat5,Male,565.59,0.453,0.02
0.364225,7.73,Rat5,Male,565.59,0.453,0.02
0.371367,7.96,Rat5,Male,565.59,0.453,0.02
0.378508,7.58,Rat5,Male,565.59,0.453,0.02
0.38565,7.43,Rat5,Male,565.59,0.453,0.02
0.392792,7.93,Rat5,Male,565.59,0.453,0.02
0.399933,6.76,Rat5,Male,565.59,0.453,0.02
0.407075,7.92,Rat5,Male,565.59,0.453,0.02
0.414217,7.76,Rat5,Male,565.59,0.453,0.02
0.421358,8.07,Rat5,Male,565.59,0.453,0.02
0.4285,6.05,Rat5,Male,565.59,0.453,0.02
0.435642,6.17,Rat5,Male,565.59,0.453,0.02
0.442783,7.25,Rat5,Male,565.59,0.453,0.02
0.449925,6.81,Rat5,Male,565.59,0.453,0.02
0.457067,6.58,Rat5,Male,565.59,0.453,0.02
0.464208,7.25,Rat5,Male,565.59,0.453,0.02
0.47135,6.57,Rat5,Male,565.59,0.453,0.02
0.478492,7.62,Rat5,Male,565.59,0.453,0.02
0.485633,6.47,Rat5,Male,565.59,0.453,0.02
0.492775,7.55,Rat5,Male,565.59,0.453,0.02
0.499917,6,Rat5,Male,565.59,0.453,0.02
0.507058,8.2,Rat5,Male,565.59,0.453,0.02
0.5142,5.74,Rat5,Male,565.59,0.453,0.02
0.521342,5.15,Rat5,Male,565.59,0.453,0.02
0.528483,5.57,Rat5,Male,565.59,0.453,0.02
0.535625,5.17,Rat5,Male,565.59,0.453,0.02
0.542767,5.28,Rat5,Male,565.59,0.453,0.02
0.549908,6.08,Rat5,Male,565.59,0.453,0.02
0.55705,6.2,Rat5,Male,565.59,0.453,0.02
0.564192,4.49,Rat5,Male,565.59,0.453,0.02
0.571333,6.82,Rat5,Male,565.59,0.453,0.02
0.578475,7.35,Rat5,Male,565.59,0.453,0.02
0.585617,5.83,Rat5,Male,565.59,0.453,0.02
0.592758,7.09,Rat5,Male,565.59,0.453,0.02
0.5999,7.62,Rat5,Male,565.59,0.453,0.02
0.607042,5.63,Rat5,Male,565.59,0.453,0.02
0.614183,5.92,Rat5,Male,565.59,0.453,0.02
0.621325,5.84,Rat5,Male,565.59,0.453,0.02
0.628467,4.76,Rat5,Male,565.59,0.453,0.02
0.635608,4.58,Rat5,Male,565.59,0.453,0.02
0.64275,6.63,Rat5,Male,565.59,0.453,0.02
0.649892,6.26,Rat5,Male,565.59,0.453,0.02
0.657033,5.07,Rat5,Male,565.59,0.453,0.02
0.664175,5.84,Rat5,Male,565.59,0.453,0.02
0.671317,7.92,Rat5,Male,565.59,0.453,0.02
0.678458,6.56,Rat5,Male,565.59,0.453,0.02
0.6856,5.45,Rat5,Male,565.59,0.453,0.02
0.692742,4.86,Rat5,Male,565.59,0.453,0.02
0.699883,4.98,Rat5,Male,565.59,0.453,0.02
0.707025,4.44,Rat5,Male,565.59,0.453,0.02
0.714167,5.27,Rat5,Male,565.59,0.453,0.02
0.721308,4.92,Rat5,Male,565.59,0.453,0.02
0.72845,4.58,Rat5,Male,565.59,0.453,0.02
0.735592,5.51,Rat5,Male,565.59,0.453,0.02
0.742733,4.29,Rat5,Male,565.59,0.453,0.02
0.749875,5.44,Rat5,Male,565.59,0.453,0.02
0.757017,4.39,Rat5,Male,565.59,0.453,0.02
0.764158,4.81,Rat5,Male,565.59,0.453,0.02
0.7713,4.81,Rat5,Male,565.59,0.453,0.02
0.778442,3.8,Rat5,Male,565.59,0.453,0.02
0.785583,5.07,Rat5,Male,565.59,0.453,0.02
0.792725,5.99,Rat5,Male,565.59,0.453,0.02
0.799867,5.45,Rat5,Male,565.59,0.453,0.02
0.807008,5.26,Rat5,Male,565.59,0.453,0.02
0.81415,5.55,Rat5,Male,565.59,0.453,0.02
0.821292,4.9,Rat5,Male,565.59,0.453,0.02
0.828433,4.1,Rat5,Male,565.59,0.453,0.02
0.835575,4.7,Rat5,Male,565.59,0.453,0.02
0.842717,4.95,Rat5,Male,565.59,0.453,0.02
0.849858,4.12,Rat5,Male,565.59,0.453,0.02
0.857,5.59,Rat5,Male,565.59,0.453,0.02
0.864142,5.09,Rat5,Male,565.59,0.453,0.02
0.871283,4.14,Rat5,Male,565.59,0.453,0.02
0.878425,5.38,Rat5,Male,565.59,0.453,0.02
0.885567,4.78,Rat5,Male,565.59,0.453,0.02
0.892708,5.63,Rat5,Male,565.59,0.453,0.02
0.89985,5.35,Rat5,Male,565.59,0.453,0.02
0.906992,4.08,Rat5,Male,565.59,0.453,0.02
0.914133,4.33,Rat5,Male,565.59,0.453,0.02
0.921275,4.85,Rat5,Male,565.59,0.453,0.02
0.928417,5.79,Rat5,Male,565.59,0.453,0.02
0.935558,4.7,Rat5,Male,565.59,0.453,0.02
0.9427,4.64,Rat5,Male,565.59,0.453,0.02
0.949842,4.64,Rat5,Male,565.59,0.453,0.02
0.956983,3.48,Rat5,Male,565.59,0.453,0.02
0.964125,3.63,Rat5,Male,565.59,0.453,0.02
0.971267,4.69,Rat5,Male,565.59,0.453,0.02
0.978408,5.16,Rat5,Male,565.59,0.453,0.02
0.98555,4.93,Rat5,Male,565.59,0.453,0.02
0.992692,4.66,Rat5,Male,565.59,0.453,0.02
0.999833,3.91,Rat5,Male,565.59,0.453,0.02
1.00697,4.35,Rat5,Male,565.59,0.453,0.02
1.01412,2.34,Rat5,Male,565.59,0.453,0.02
1.02126,4.75,Rat5,Male,565.59,0.453,0.02
1.0284,4.7,Rat5,Male,565.59,0.453,0.02
1.03554,5.09,Rat5,Male,565.59,0.453,0.02
1.04268,4.86,Rat5,Male,565.59,0.453,0.02
1.04983,4.02,Rat5,Male,565.59,0.453,0.02
1.05697,3.87,Rat5,Male,565.59,0.453,0.02
1.06411,4.66,Rat5,Male,565.59,0.453,0.02
1.07125,4.84,Rat5,Male,565.59,0.453,0.02
1.07839,5.03,Rat5,Male,565.59,0.453,0.02
1.08553,4.52,Rat5,Male,565.59,0.453,0.02
1.09268,4.02,Rat5,Male,565.59,0.453,0.02
1.09982,2.87,Rat5,Male,565.59,0.453,0.02
1.10696,5.04,Rat5,Male,565.59,0.453,0.02
1.1141,2.53,Rat5,Male,565.59,0.453,0.02
1.12124,3.7,Rat5,Male,565.59,0.453,0.02
1.12838,3.71,Rat5,Male,565.59,0.453,0.02
1.13553,3.18,Rat5,Male,565.59,0.453,0.02
1.14267,2.11,Rat5,Male,565.59,0.453,0.02
1.14981,2.19,Rat5,Male,565.59,0.453,0.02
1.15695,2.91,Rat5,Male,565.59,0.453,0.02
1.16409,3.27,Rat5,Male,565.59,0.453,0.02
1.17123,3.73,Rat5,Male,565.59,0.453,0.02
1.17838,3.39,Rat5,Male,565.59,0.453,0.02
1.18552,5.15,Rat5,Male,565.59,0.453,0.02
1.19266,4.51,Rat5,Male,565.59,0.453,0.02
1.1998,4.09,Rat5,Male,565.59,0.453,0.02
1.20694,5.53,Rat5,Male,565.59,0.453,0.02
1.21408,2.45,Rat5,Male,565.59,0.453,0.02
1.22123,3.57,Rat5,Male,565.59,0.453,0.02
1.22837,2.68,Rat5,Male,565.59,0.453,0.02
1.23551,4.21,Rat5,Male,565.59,0.453,0.02
1.24265,4.36,Rat5,Male,565.59,0.453,0.02
1.24979,4.23,Rat5,Male,565.59,0.453,0.02
1.25693,2.63,Rat5,Male,565.59,0.453,0.02
1.26408,3.59,Rat5,Male,565.59,0.453,0.02
1.27122,4.28,Rat5,Male,565.59,0.453,0.02
1.27836,4.56,Rat5,Male,565.59,0.453,0.02
1.2855,3.1,Rat5,Male,565.59,0.453,0.02
1.29264,2.71,Rat5,Male,565.59,0.453,0.02
1.29978,5.42,Rat5,Male,565.59,0.453,0.02
1.30693,3.42,Rat5,Male,565.59,0.453,0.02
1.31407,4.87,Rat5,Male,565.59,0.453,0.02
1.32121,4.17,Rat5,Male,565.59,0.453,0.02
1.32835,3.35,Rat5,Male,565.59,0.453,0.02
1.33549,4.16,Rat5,Male,565.59,0.453,0.02
1.34263,2.68,Rat5,Male,565.59,0.453,0.02
1.34978,2.96,Rat5,Male,565.59,0.453,0.02
1.35692,4.72,Rat5,Male,565.59,0.453,0.02
1.36406,4.52,Rat5,Male,565.59,0.453,0.02
1.3712,3.93,Rat5,Male,565.59,0.453,0.02
1.37834,3.18,Rat5,Male,565.59,0.453,0.02
1.38548,4.89,Rat5,Male,565.59,0.453,0.02
1.39263,2.47,Rat5,Male,565.59,0.453,0.02
1.39977,3.37,Rat5,Male,565.59,0.453,0.02
1.40691,2.79,Rat5,Male,565.59,0.453,0.02
1.41405,2.87,Rat5,Male,565.59,0.453,0.02
1.42119,3.66,Rat5,Male,565.59,0.453,0.02
1.42833,3.07,Rat5,Male,565.59,0.453,0.02
